Node Id	Estimated Local Butterfly Count in node partition dst
0	4998852.195466017
226944136	2.2614197721269607
1108738442	26.0
597216286	1055.4183967378997
216728093	20.0
1072506786	142.53801792095624
283667506	11817.943502489923
1054278562	20.0
1038215414	142.84151565057394
209373007	20.0
208139287	359.60659909167
227783676	5.401133787195099
1012491343	72.59084411215886
576594633	142.84151565057394
162753546	46.65806786747159
1068975014	197.6770675238537
53229197	27.0
230711383	8.0
184263684	15.0
69352497	5.668834111511377
140364558	24.0
94018834	20.0
1319893691	4395.322916429416
98277349	2.0
1043324954	259.7588344190625
208930545	20.0
1037206486	2.0
405013106	3201.626977634047
294477455	20.0
1395509641	24.863396285091454
94820251	24.0
1320733231	83.06551157699836
213527312	2.754294594380105
1319289102	271.1136561226745
181676988	12.855946256036383
177809092	1.2248011114838386
1308564510	20.0
9923175	2.0
420114560	82.08673941398567
107693301	1033.8147996718963
83514671	20.0
64865629	10.718385401149348
1001224025	7.31379818318226
1387912482	82.08673941398567
445861708	188.27695889772974
1390093513	59.20892080193806
1326079572	271.1136561226745
160595592	21.0
1332720170	17.0
195422568	142.84151565057394
1027615874	21.0
1057385816	789.3477090996305
1352547004	1043.1176670120033
109309053	1033.8147996718963
1090625774	544698.9923921062
155901876	20.0
558124336	27.0
1001101208	24.0
1005753903	3665.4888529916007
270682322	1187.3916870675687
84456849	21.0
1066943438	22.0
609993296	673.7924421032776
98706754	142.84151565057394
1046823736	3.0
618926813	239.08566077710046
283808930	1033.8147996718963
65992348	28.275280300298366
105892313	85.51540523943612
1003437907	25.0
1108511415	1291.5914361273212
1030700960	333.5902341963739
1394334747	20.0
118992283	1.026110089650981
1251803680	242.5567837369862
1031108197	93.64116405681514
1334039386	82.08673941398567
199239423	17.63839309259378
1056534128	2.2614197721269607
1056372525	21.0
419183867	15633.327465408312
288499887	27.0
1083338903	21.0
1018004420	33.89683749505271
292632687	20.0
1022512023	25.806385687994634
294721100	9.0
146983405	142.84151565057394
1329273894	15.0432137842489
578048119	178.4336518227558
1056921988	142.84151565057394
1108827499	239.08566077710046
1110415287	197.6770675238537
1005301560	95.72929055594263
1313656769	1055.4183967378997
190332544	1365.2906497729539
1146893903	142.84151565057394
1077456712	21.0
1312711693	25.713778221110864
296215361	2.0
137572340	22.0
1021988674	1277.106745546524
83224594	2.754294594380105
272127253	2.0
1019543402	239.08566077710046
217809567	21.0
119373652	26.0
109111701	25.806385687994634
590242462	239.08566077710046
1328032250	24.0
424045645	26.0
133267254	93.64116405681514
177080884	33.89683749505271
277160654	95.72929055594263
564215610	183.43094468006652
267208189	22.0
191835638	15.0432137842489
12432299	24.0
1324917735	25.713778221110864
182135822	20.0
550637183	22.0
266959657	2.0
292960224	2.0
1011525425	206.70893212305415
1061649357	1291.5914361273212
554307481	188.27695889772974
135041048	142.84151565057394
