Node Id	Estimated Local Butterfly Count in node partition src
313621139	3670.0989544523045
430154748	13759.711915921573
445564033	2276.348852537406
290184898	224.25938043866117
338782569	91.18012084386737
294073316	1.5473920502824614
308004894	659.329249291027
306241251	636.9055494901171
308760666	12.28967878856342
301517052	5143998.117353535
294402126	5.647482051223835
495310270	7983.836255383641
300770713	5.727687355343782
420933585	2452.063922247841
303918531	828.9724227323246
308256995	71.11628176861231
310137055	15.464168768575494
371405542	4050679.5342070246
316082177	29.813287350777838
314793451	1258.5534182937
487754463	180177.46506937622
307079538	637.0193330903048
313893817	119.2110752321422
429661831	2815.668317028086
302877219	309.5742952259192
414772707	2026.797801563344
377624008	563.3268419878551
305835072	8.226507946458419
344950241	663.571655051254
315194952	5605686.476174268
287965865	416.13538834174324
323882959	321.85035772087394
500974600	4169.1508679527815
377851369	4279.688705817791
292071889	10.29198873298883
284819104	1.0
493605531	91097.546633291
286631949	426.0467722783706
450733533	11039.14682343362
363590051	2678760.9225040018
329454279	819.4148174020302
471658399	45559.64032757636
406033647	5176.599388408799
287063264	8.0
336471387	5673.261192743838
305003644	150.7259347159303
431553898	17385.35354132941
407511090	2699.7424558744424
319927587	521.7213667385635
398891338	3711.6599623617576
410244480	917.2279916297026
299615625	2.6329214752266203
285008210	1920.7554516650646
326066831	46.39576346436203
290512453	3.753003189474842
388888815	7429.955327491902
334689601	89.34243114962035
284945681	89387.38381144172
436292998	5304.269379553691
359094149	782.0629224936066
411388627	3805.430355985086
416345319	208889.61766871932
301915840	723.0903109501917
364191819	180320.3607668964
310437762	4590.795532665849
288236046	47.85636494043156
300586543	16.654576395872695
303898669	4.6314155996391735
315126160	84.47208928960362
421472009	90197.13897998484
384922950	1118317.4545563385
288803962	15.191610779592773
290752347	102.8866178941467
302505855	413.3652632263153
322988021	216.1557613266179
312719787	22.27506136602123
301317579	6081.618700968604
411156037	925.9582582919871
307544289	67.63638375187024
477053675	6395.178784940426
387592176	4214.163281017042
289553982	73.64428653069648
284888949	21.91977935255418
303563606	21.199329666255135
288898350	3790.806643701002
362250789	24605.190102093875
299546679	2.6376640034535215
463441356	10452.552435333015
295536783	31.940437561741863
315171528	175.8377934993399
395677840	479237.95337961364
290966469	56.03174766370027
338464438	35811.921196842595
327006890	120.358246868889
288094082	3.0
289189768	672.8279444054048
429336302	19601.496372416957
292419245	1.3468846155348237
292406424	36.02334704864709
292250956	192.34771336580272
305146045	25.54258593029653
406331646	6184.3181938655935
320793908	536.23868398286
342643402	63752.11550556632
320334306	10416.568336187942
325565086	2415.7173980102048
336555303	17601.922968827035
338244652	89.34671378933373
309545208	728.4474557322413
433937379	9998.08738162068
400091807	2258.691918367164
304087797	5733.878412762485
287917528	6.0
326372422	46.63411923188475
299296029	4688.772512552411
307840047	923.1052837241753
327557148	2185.9750759807985
359854059	20143.808521299845
476314921	12756.62089550406
339440515	11755.217604615547
457636337	2545.463976551947
367963934	233.3501966535457
327243363	1294.5332763044225
363154844	4249.870549153367
334746192	4852.010937276177
284075743	1.8647750156360974
376504341	2697.8857912046783
411276958	1846.5595883890715
304243321	10.602685488186124
290595159	12.31449149308088
367557558	9255.057503991346
303892009	733.0000499625373
297145087	1.8961811441828396
394127304	700.6830010631005
319100843	4264.510606093029
291478500	1.0296457881975396
379881164	14142.439303267889
291729878	1.1368211953322926
388470356	592.0069292075297
304759586	4422.804682920384
339401852	215.58605053521615
288217026	1819.5618385151074
286570924	24.833852493462352
321240709	206.9083492377128
326885152	4053.1017440952182
348692110	176.22096440401674
297264122	1.9240236743845949
370441190	1499.5605414665843
356053562	1676.6107724715807
287921822	1.0
370834707	256.7905653780581
480017583	3248.4034567549616
401807557	407772.22444393125
377194688	476437.519536095
456280861	16033.323675895022
308634863	36.6299043343457
317447935	380.88075664869416
323341309	512.1779511356895
392203463	2706.2388576548306
306175541	35.82132601182329
346548271	121.676282649382
348596566	132.2724638660507
314681369	594.022097591139
311597301	1510.08854513246
379459295	677.1658623927132
299948601	8116.072036755859
491730359	3712.6989704103494
359000235	478.6604350396222
442598413	8103.879243648125
340606446	96.46944010594883
492468784	7983.836255383641
370425586	260.0787145336646
312729700	1709.418882256989
308537544	544215.7762857877
335503017	104213.44959034467
287440835	8025.136750608425
327586041	45114.134467555654
407062204	1785.3944403701753
395515780	13476.900249535483
291477637	7.448296908901264
390867374	5800.769158021696
306053156	9.265744779315439
303936255	4.720456590960836
325965405	184.95955298149855
376520539	338.8003969892487
310458165	94.76535458219459
336978041	176.72041244492073
382199837	1876.761659183535
372207894	83369.6883147286
469489347	2.5193218181695858E10
448299062	2312.635215415172
372970886	13286.596819880928
426731407	15985.217843949526
295465760	37.372247962123524
333647776	18642.70947863281
284784121	3311.691283194767
335614577	424.01644399969587
305896108	221.1246492930836
318562472	228.14410915804015
440535402	58539.223744431845
362484210	642.7066826275216
373459732	60588.07497801945
291826753	100.8843843543261
294773556	47.25755596554808
477674622	44902.86965908421
302392499	3.3878897733533524
368470785	770663.8046794833
307906541	206051.3681500344
386160742	540.803105293728
288094680	85.12378835492191
429610587	184839.44301246793
429113709	228991.51632126837
454170723	9748.5498521736
420455839	644892.9403026751
298862479	16.628112107787196
306412490	1865.2016290875629
299119736	10.291718078137318
438426078	2274.235854632034
312575632	1266367.5485702867
404057304	57726.284356933465
301301537	37.080379919891826
325058491	11041.466985127656
339532909	32367.576941668227
348824026	7189.135250880232
372823961	283.4427782413226
292964813	14640.548178010344
297407430	11.877465681554082
295089437	1.583795720776542
298798081	2.844698303000293
286927021	110.8479817437105
342792525	1226675.3018692902
300769472	2.844698303000293
284925655	891.1151945995812
381581165	885.2380449146706
291014236	2.7929301311757726
285887422	15.410931897928435
329044452	4831.19524693786
303688284	1385.4383996832928
434863187	3410.8252836814245
327466207	3876.5110086489735
512434843	231778.98045593733
323165885	1285.3445493104907
325049584	178.52225052690272
330754346	139.04954583084626
435406741	22497.121958078053
429775439	1873881.9868282052
300032284	40.96530946060291
287212266	1.3563150789510101
310532716	23188.520098446174
428954015	1387.5931277254765
468753407	64643.617844644454
295785957	1137604.530428929
347363502	975.768716295981
442839435	593582.3252175846
393159815	9668.432069468852
291374487	151.0238499873157
308780794	233.31259877241433
287601348	361.84948376495873
284819997	55283.613739373504
332170282	74.0435554694266
291142646	20437.96070717674
319035264	275083.58845966123
289278734	550.5958073425032
346858714	501.1366344185237
443884490	15287.424230384482
420896180	3645.069526121835
288671105	462.4086183603295
295262199	3.906889959944643
297414943	1.9999854703885735
454159444	30379.91384525441
308615068	13.833481618967147
292967792	4816.92754762454
356953902	1077.4367598239826
302317578	3.3353787121795504
347707738	510.33055271473245
317457877	592.4930627252083
402122832	1549.1431110567655
386415737	26577.75533835749
293885032	1.5290030904373617
285039048	3.0
324242012	132.9994751509115
294601029	1.5589452809426751
386244833	2218601.805106921
299962010	22.70935044272543
293047205	2.5948620048717226
311771978	18.58424984526389
294099140	26.91875672706264
365344300	2516.267229656862
303018470	596.3481655395916
299971574	7.923305407539733
394399883	33728.51546660866
315042220	70709.28837977884
303815140	17.728822608534635
405729136	853.5958142307624
402688503	457275.2199791118
371309999	264.41223734599345
348895481	136.30139309871754
294177303	3.108129159875662
307386350	2863.0571923212715
326101033	46.48048046045429
331378902	219.54870218017984
413503399	982.1159991522699
301520250	8426.116639094778
311045690	3641.3937936670177
314162903	102634.22816419783
412694725	290982.7299419742
372954911	6877.194796484688
308919272	25.679276576090334
438625381	1882.2239716594313
312886438	36990.8818320496
489321253	7.502241697176568E7
437855032	2020.8824630567135
297108041	159.27101555268018
430152138	5917.468385766122
303484749	8.227401322317672
488570757	3449.278331887645
