Timestamp	Estimated Global Butterfly Count
1242691200	1160.0
1242950400	6.0
1243123200	42.0
1243209600	12.0
1243296000	8.0
1243382400	16.0
1281571200	66.0
1283212800	126.0
1283385600	162.0
1284249600	124.0
1286064000	55.0
1287792000	153.0
1287964800	408.0
1288051200	125.0
1288224000	254.0
1288396800	212.0
1288656000	433.0
1288742400	75.0
1288915200	138.0
1289001600	83.0
1289347200	64.0
1289779200	137.0
1290211200	63.0
1292976000	71.0
1293062400	108.0
1293148800	51.0
1293580800	86.0
1293753600	75.0
1293840000	75.0
1294790400	73.0
1297468800	331.0
1297728000	51.0
1298073600	105.0
1298160000	62.0
1301702400	63.0
1301875200	64.0
1302912000	49.0
1303776000	47.0
1304121600	206.0
1304208000	152.0
1304899200	84.0
1305763200	94.0
1306108800	97.32734204940307
1306627200	250.6179057772129
1307577600	85.1614242932277
1308441600	62.046180556494456
1308614400	54.74662990278923
1309478400	193.4380923231886
1309651200	209.25378540621662
1310947200	153.29056372780983
1311465600	75.42869008828738
1311552000	143.55782952286953
1313020800	46.23048747346646
1313366400	85.16142429322768
1313884800	137.47487064478184
1316044800	64.47936410772954
1316304000	99.76052560063815
1316476800	97.32734204940307
1318118400	37.71434504414369
1318464000	178.83899101577813
1318723200	36.497753268526154
1318809600	63.26277233211199
1319241600	173.97262391330798
1319328000	93.67756672255047
1319414400	49.88026280031907
1319846400	38.93093681976123
1320192000	40.7145758464818
1320364800	37.01325076952891
1320451200	77.7278266160107
1320537600	80.24549427867088
1320624000	57.534155515445406
1320796800	60.34069968693055
1320883200	65.95378802990083
1321056000	102.43886225920768
1321142400	70.16360428712855
1321228800	281.5394206863192
1321315200	244.68871117240306
1321401600	288.9095625891024
1321488000	482.8203598856486
1321574400	346.3711277440523
1321660800	419.8437912049118
1321747200	363.7153341310295
1321833600	463.1299142138637
1321920000	1248.2453878335564
1322006400	961.545917129736
1322092800	1214.3138564717792
1322179200	1559.08425323773
1322265600	2128.331294536157
1322352000	1568.26187349756
1322438400	2303.389790582979
1322524800	3181.801151398522
1322611200	3142.7606464733867
1322697600	2820.6764808410207
1322784000	3562.4460744185903
1322870400	4401.816930308998
1322956800	4470.137813927985
1323129600	3533.1656957247387
1323216000	4841.022610716769
1323302400	5192.387155042987
1323820800	3894.29036628224
1324252800	4333.496046690011
1324425600	6627.125711041706
1324512000	3845.489735125821
1324598400	4040.692259751497
1325116800	4109.7608603641165
1325203200	5593.429041000982
1325376000	3916.883996881324
1325808000	3798.1905424303754
1325894400	4777.411541650706
1325980800	4807.084905263444
1326499200	3798.190542430375
1326758400	4584.534678167914
1329436800	3961.3940423004306
1329523200	3857.5372696558497
1329609600	3620.150360753951
1329782400	3872.3739514622184
1329868800	4629.04472358702
1329955200	3931.720678687693
1330473600	3709.1704515921633
1330560000	3857.5372696558497
1330732800	3560.803633528477
1330819200	4510.35126913607
1330905600	4688.3914508124935
1331424000	4451.004541910595
1331856000	4747.738178037969
1331942400	4421.331178297858
1332028800	4391.657814685122
1332288000	4436.167860104227
1332374400	6023.692813385673
1332460800	4317.474405653277
1332547200	4703.228132618863
1332806400	5830.815949902881
1333152000	4258.127678427803
1333238400	5652.775768226456
1333670400	4540.024632748808
1333756800	4361.984451072384
1334620800	4347.1477692660155
1334707200	4169.107587589591
